YMD,AvrTemp,precipitation,windspeed,AverLandPressure,AverSeaPressure,Humidity,AverVaporPressure,Cloud,HighTemp,LowTemp,SunshineHours,rain
2016/10/12,18.9,0,2.8,1008.6,1018.4,64,13.6,7.3,25,15.1,7.1,0
2016/10/13,17.3,0,2.9,1011.9,1021.7,58,11.3,9.5,21.4,15.7,3,0
2016/10/14,17.7,0,2,1014,1023.9,55,11,7.5,22.5,14.6,3.8,0
2016/10/15,18.8,0,3,1016,1025.9,55,11.6,4.5,24.9,13.4,10.5,0
2016/10/16,21.8,0,3.1,1013.4,1023,58,14.7,8.8,27.6,17.4,6.8,0
2016/10/17,21.8,11.5,2.7,1007,1016.7,79,20.4,8.8,26.4,18.8,3.9,1
2016/10/18,22.9,0,2.3,1007.7,1017.3,72,19.7,8.3,28.5,19.3,5.9,0
2016/10/19,23,0,2.2,1006.2,1015.8,73,20.3,9.3,26.9,19.1,4.8,0
2016/10/20,22.8,0,3.1,1006.8,1016.4,63,17.2,8,27.2,19.1,7,0
2016/10/21,18.5,0,3.3,1009.5,1019.3,56,11.8,10,21.9,16,2.9,0
2016/10/22,17.5,0,1.6,1004.3,1014,72,14.3,10,20.3,14.6,0.2,0
2016/10/23,18.5,0,3.4,1001.9,1011.6,65,13.8,8.5,20.7,15.7,0.8,0
2016/10/24,16.6,0,3.2,1007,1016.9,52,9.7,0,22.1,13.4,10.5,0
2016/10/25,16.5,1,2.9,1006.7,1016.5,77,14.8,8,19.9,12.8,0.7,1
2016/10/26,21,2,2,1006.2,1015.8,79,19.5,8.3,25.8,17.2,3.9,1
2016/10/27,18.3,0,3.4,1012,1021.9,57,12,5.8,23.2,14.1,9.2,0
2016/10/28,16.5,1.5,2.3,1004.9,1014.7,76,14.5,10,20.3,13.7,0.1,1
2016/10/29,17.3,1.5,3.4,1008.5,1018.3,64,12.8,4.8,21.6,12.9,7.9,1
2016/10/30,14.8,0,1.4,1016.3,1026.3,53,8.7,6.8,19.5,10.5,8,0
2016/10/31,15,0.5,1.9,1014.4,1024.4,63,10.6,7.3,19.9,10.8,2.6,1
2016/11/1,14.3,6,2.4,1011.5,1021.5,74,11.9,7.3,19.7,11.5,4.8,1
2016/11/2,13.7,0,1.8,1012.8,1022.8,55,8.3,0.8,19,9.1,10.4,0
2016/11/3,14,0,2.1,1009.4,1019.4,55,8.5,5.8,18,10.6,8.5,0
2016/11/4,14.2,0,1.3,1008,1018,58,9.2,1.8,18.7,9.9,9.6,0
2016/11/5,14.5,0,1.7,1005.9,1015.8,67,10.8,0.5,20.3,9.4,10.1,0
2016/11/6,13.3,0,2.4,1011.9,1021.9,65,10,6.5,16.4,9.7,2,0
2016/11/7,13.2,0,1.7,1013.7,1023.7,65,9.7,0.5,18.3,8.2,9.7,0
2016/11/8,13.5,10.5,1.8,1008,1018,86,13.3,8.8,15.3,11.7,0,1
2016/11/9,10.4,0,3.6,1013,1023.1,58,7.4,6.8,13.8,7.5,5.9,0
2016/11/10,10.1,0,2.1,1012.7,1022.9,63,7.7,10,12.9,6.8,1.1,0
2016/11/11,14.2,2,1.7,1007.8,1017.8,74,11.8,5.3,18.5,9.9,8.2,1
2016/11/12,14.9,0,1.4,1014.1,1024,64,10.6,3.8,19.6,10.6,9.5,0
2016/11/13,16,0,1.4,1014.5,1024.4,66,11.8,7.5,21.6,11.2,7.6,0
2016/11/14,15.8,6,2.2,1008.8,1018.7,80,14.4,10,18.9,14.5,0.3,1
2016/11/15,16.4,3,2.5,1003.8,1013.6,80,15,8,21.2,12.5,1.6,1
2016/11/16,12.2,0,2.6,1011.3,1021.3,54,7.6,7.8,15.9,9.5,8.3,0
2016/11/17,12.3,0,2.1,1013.3,1023.3,66,9.2,3.5,18.5,7.5,8.4,0
2016/11/18,13.8,0,2.3,1013.1,1023.1,64,10,5,19.6,8,9.1,0
2016/11/19,16.3,5.5,1.6,1004.4,1014.2,89,16.6,9.5,19.1,13.7,0.1,1
2016/11/20,17.4,0,1.3,1007.9,1017.7,87,17.2,9.8,20.4,14.6,1.2,0
2016/11/21,15.7,0,2.4,1007.4,1017.3,81,14.5,9.8,17.3,13.8,0,0
2016/11/22,17.5,0.5,1.7,1003.2,1013,74,14.6,5.5,21.2,14.7,7.2,1
2016/11/23,11.2,0,3.8,1008.6,1018.7,60,8.1,10,15.6,8.6,0,0
2016/11/24,9.7,1,2.3,1006.7,1016.8,68,8.1,7.3,14.9,6.4,3.3,1
2016/11/25,10.5,0,1.4,1012.6,1022.7,67,8.3,5.5,14.8,6.6,7.7,0
2016/11/26,11.7,5,1.9,1013.7,1023.8,69,9.2,5,17,6.9,7.5,1
2016/11/27,12,29.5,2.3,1005.5,1015.5,93,13.1,10,13.1,11.2,0,1
2016/11/28,11.5,0,2.3,1010.2,1020.2,62,8.4,9.3,14.6,9.9,2.4,0
2016/11/29,10.4,0,2,1017.8,1028,67,8.4,7.5,14.5,8.2,5.2,0
2016/11/30,10.3,0,2,1019,1029.2,62,7.7,9.8,13,7.6,5.8,0
2016/12/1,13.6,0,1.9,1011.4,1021.4,71,10.9,9.8,16.2,10.5,0.6,0
2016/12/2,11.7,0,2.3,1016.3,1026.4,57,7.7,5.3,15.2,8.4,9.2,0
2016/12/3,11.2,0,1.3,1016.4,1026.5,66,8.6,2.8,16.6,6,9.3,0
2016/12/4,11.8,12,1.8,1009.5,1019.5,81,11.2,7.8,15.7,8.3,2.7,1
2016/12/5,15.1,0,2.1,1005.7,1015.6,69,11.8,9.8,18,12.3,7.4,0
2016/12/6,11.6,0,3.2,1008.3,1018.3,62,8.6,5.5,14.9,6.6,5.2,0
2016/12/7,9.2,0,1.7,1009.8,1020,62,7.1,3.3,13.2,4.9,9.4,0
2016/12/8,10.5,0,1.7,1008.9,1019,59,7.3,2.5,13.8,7.4,8.7,0
2016/12/9,11.3,0,2.1,1004.9,1014.9,62,8.2,3.5,16.5,7,4.8,0
2016/12/10,8.6,0,2.6,1010.2,1020.4,58,6.5,6,12.3,5.3,5.7,0
2016/12/11,7,0,2,1014.1,1024.4,65,6.5,4,11,4.1,6.2,0
2016/12/12,6.9,0,1.6,1016.2,1026.5,69,6.8,8.3,9.9,3.2,3.6,0
2016/12/13,8.7,35,3.5,1005.1,1015.2,88,10,10,10.6,7.1,0,1
2016/12/14,8.6,1.5,3.3,1000.4,1010.4,68,7.8,7.5,11.6,4.4,1,1
2016/12/15,5.8,0,2,1005.9,1016.2,63,5.7,5.5,9.2,2.7,5.1,0
2016/12/16,5.7,0,2.7,1008.6,1018.8,56,5.1,6,8.2,3.3,6.5,0
2016/12/17,7.6,0,1.9,1016.9,1027.2,61,6.3,5.5,12.2,2.2,5.8,0
2016/12/18,8.3,0,1.4,1020.3,1030.5,72,7.7,4.5,12.9,3.7,9.1,0
2016/12/19,9.4,0,1.2,1017.4,1027.6,71,8.2,5.8,14.8,4.6,8.9,0
2016/12/20,10.1,0,1.4,1016.5,1026.7,77,9.5,8.5,12.8,7.9,0.9,0
2016/12/21,10.8,0,2.1,1018.5,1028.7,75,9.6,4.3,15.9,6.6,7.9,0
2016/12/22,15.4,29,2.2,1003.4,1013.3,75,13.3,9.8,21.2,11.3,0.1,1
2016/12/23,11.7,0,4.1,1000.8,1010.8,60,8.5,4.8,15.1,8.3,2.8,0
2016/12/24,8.2,0,2.1,1014.1,1024.4,62,6.7,6.5,11.1,6.1,3.9,0
2016/12/25,8.4,0,1.9,1020.5,1030.8,62,6.7,6,12.6,5.3,7.9,0
2016/12/26,9.6,0,2.2,1012.5,1022.6,62,7.3,10,12.9,5.6,0.3,0
2016/12/27,10.3,26.5,2.8,997.9,1007.9,79,10.1,10,13.5,6,0.3,1
2016/12/28,5.1,0,3.1,1014.1,1024.4,55,4.8,6.8,7.7,3,4.7,0
2016/12/29,5.6,0,1.8,1012.9,1023.2,66,6,5.8,8.6,2.3,3.3,0
2016/12/30,6.1,0,1.6,1017.3,1027.7,64,5.9,2,9.5,3.4,5.3,0
2016/12/31,6.7,0,1.7,1017.2,1027.6,69,6.7,3.5,11.5,1.6,9.3,0
2017/1/1,7.9,0,1.6,1016.5,1026.7,68,7.1,3.3,12.7,3.7,6.9,0
2017/1/2,8.2,0,1.7,1010.9,1021.1,76,8.3,2,12.5,3.4,7.5,0
2017/1/3,10,0,2.1,1009.1,1019.2,64,7.8,1.8,14.8,6.5,5.2,0
2017/1/4,8.5,0,2.3,1010,1020.1,69,7.5,3.8,13.8,3.6,6.6,0
2017/1/5,7.5,0,2.8,1013.8,1024.1,49,5.1,9.3,10.6,5.8,4.9,0
2017/1/6,6.9,0,2.4,1015.2,1025.5,52,5.2,5,10.8,4.4,7.4,0
2017/1/7,6.5,0,1.6,1012.2,1022.5,60,5.6,5,10.9,1.4,7.5,0
2017/1/8,6.4,22,3.4,1000.5,1010.7,81,7.8,10,7.4,5.6,0,1
2017/1/9,9,0,1.9,998.7,1008.7,76,8.7,8.8,12.2,5.6,2.3,0
2017/1/10,9.6,0,2.4,1005.3,1015.4,60,7.1,3.5,13,6.1,7.6,0
2017/1/11,7.6,0,2.7,1007,1017.1,47,4.9,6.3,11.1,5.4,4.8,0
2017/1/12,6.9,0,3.7,1003.4,1013.6,52,5.2,5.3,9.4,4.7,6.8,0
2017/1/13,6.7,0,4.1,999.1,1009.3,48,4.7,5,10.4,4.6,6.8,0
2017/1/14,3.6,0,4.9,999.8,1010.1,51,4,4,7.2,0.1,7.8,0
2017/1/15,2,0,2.8,1006,1016.4,62,4.4,3.3,5.1,-0.6,7.4,0
2017/1/16,4,0,2.4,1009.3,1019.7,66,5.3,7.3,6.9,0.9,5.8,0
2017/1/17,5.5,0,1.9,1018.2,1028.6,59,5.3,4.5,8.5,2.8,5.6,0
2017/1/18,5.7,0,1.2,1018.2,1028.6,60,5.2,7.5,10.6,0.8,8.5,0
2017/1/19,6.5,0,2.2,1011.5,1021.7,61,5.9,8.8,10.3,3.3,3.9,0
2017/1/20,4.7,0.5,2.9,1001,1011.3,69,5.9,9.3,9.5,1.5,1.9,1
2017/1/21,5.1,0,2.3,1012,1022.3,61,5.3,4,8.3,2.7,6,0
2017/1/22,4.2,3,2.2,1008.1,1018.5,66,5.5,7.5,6.8,1.4,1.2,1
2017/1/23,2.4,0,2.8,1009.6,1020,61,4.4,5,4.8,0.8,1.1,0
2017/1/24,2.9,0,2.1,1015.5,1026,62,4.7,7.5,6.7,1.1,3.1,0
2017/1/25,3.5,0,1.6,1019.9,1030.4,60,4.7,4.3,7.8,0.1,5.2,0
2017/1/26,4.3,0,1.3,1018.9,1029.3,62,4.9,0.3,9.5,-0.8,10,0
2017/1/27,7.4,0,1.9,1014,1024.3,61,6.3,9.3,13.3,1.6,5.1,0
2017/1/28,8,0,1.7,1015.8,1026,55,5.8,7.3,12.8,3.9,9.6,0
2017/1/29,7.3,5,2,1010,1020.2,71,7.3,9,11.4,3.3,2.7,1
2017/1/30,9.1,3,2.9,1002.1,1012.1,78,9.1,9.3,14.2,4.8,3.3,1
2017/1/31,4.4,0,2.5,1014.5,1024.9,56,4.6,6.5,7.5,2.2,4.2,0
2017/2/1,4.4,0,1.9,1010.1,1020.5,69,5.8,7,7.5,1,4,0
2017/2/2,5.8,0,2.5,1011.3,1021.6,59,5.3,8.5,8,2.6,2.3,0
2017/2/3,7.8,0,2.4,1011.9,1022.1,55,5.7,4.8,11.9,4.9,5,0
2017/2/4,7.4,0,1.2,1011.3,1021.6,65,6.5,0,12.5,2.1,9.9,0
2017/2/5,7,15,1.9,1000.9,1011,85,8.6,10,9.7,5.5,0,1
2017/2/6,7.5,0.5,3.8,1000.3,1010.4,64,6.6,6.5,11,3.8,4.8,1
2017/2/7,4.5,0,3.1,1010,1020.3,53,4.5,5.8,6.8,2.4,4,0
2017/2/8,5.4,0,2.1,1007.4,1017.6,53,4.8,7.3,8.7,3.2,3.7,0
2017/2/9,3.9,6,1.9,995.3,1005.4,78,6.3,8.8,6.2,1.4,0.1,1
2017/2/10,4.2,0,3.8,996.2,1006.4,54,4.4,9,7.6,1.5,5.9,0
2017/2/11,3.2,0,3.1,1004.8,1015.1,58,4.4,5.8,7,0,4.8,0
2017/2/12,3.4,0,1.5,1012.6,1023,65,5,3.5,8.4,-0.6,6.2,0
2017/2/13,4.4,0,1.7,1016.4,1026.8,65,5.4,6.3,8.5,0.6,3.1,0
2017/2/14,4.6,0,2.2,1017.2,1027.6,64,5.4,6.5,8.6,1.3,3.9,0
2017/2/15,6.5,0,1.5,1019.3,1029.6,56,5.4,5.5,10.6,3.3,7.3,0
2017/2/16,7.7,0,1.4,1015.6,1025.8,63,6.5,4.5,13.6,1.3,9.1,0
2017/2/17,9.6,5.5,2,1007.3,1017.4,79,9.5,10,13,6.7,0,1
2017/2/18,7.9,0,2.5,1005.7,1015.9,63,6.7,9.3,10.8,6.2,3.2,0
2017/2/19,6.5,0,2.2,1009.3,1019.5,54,5.2,3.3,10.1,2.7,10.8,0
2017/2/20,9.3,4.5,3.3,998.9,1008.9,69,8.4,9.3,17.8,4.7,0.5,1
2017/2/21,4.7,0,3.2,1015.5,1025.9,53,4.5,6,8.6,2.9,6.8,0
2017/2/22,6.4,1,1.4,1012.6,1022.9,58,5.6,7,10.9,1,5.2,1
2017/2/23,10,12.5,3,997.2,1007.2,78,9.7,9.5,13.8,6.7,0,1
2017/2/24,5.7,0,2.6,1008.1,1018.3,54,4.9,6.3,9.7,3.8,4.4,0
2017/2/25,6.5,0,1.9,1010,1020.3,56,5.3,5.5,10.4,1.9,10,0
2017/2/26,8.1,0,1.8,1011.6,1021.8,52,5.5,10,12.2,3.7,8.6,0
2017/2/27,6.4,0,3.5,1015.2,1025.5,54,5.1,3,10.9,3.9,10.3,0
2017/2/28,6.3,0,2.2,1014.9,1025.2,56,5.2,1,11.7,1.6,10.4,0
2017/3/1,7.3,0,2.1,1009.5,1019.7,65,6.6,7.5,14.1,2.6,5.5,0
2017/3/2,9.6,1,3.4,997.8,1007.8,73,8.5,8,14.7,6.9,5.2,1
2017/3/3,8.3,0,2.5,1007,1017.2,56,6.1,5.5,11.5,5.4,4.3,0
2017/3/4,9,0,1.8,1009.1,1019.3,54,5.9,7.5,15.5,3.5,8.8,0
2017/3/5,10.9,0,1.7,1005.9,1015.9,53,6.8,8,15.9,5.7,6.4,0
2017/3/6,10.2,1.5,2,998.1,1008.1,65,8.1,8.8,12.9,7.2,0.6,1
2017/3/7,6.9,0,3.4,999.3,1009.4,50,5,6.3,10.4,4.1,4.4,0
2017/3/8,5.8,0,3.5,1000.7,1010.8,51,4.7,2.5,9.5,1.8,9.4,0
2017/3/9,7,0,3.2,1001.5,1011.7,55,5.5,2.3,10.2,4.2,6.9,0
2017/3/10,8.3,0,2.7,1005.5,1015.6,55,6,7.5,12.7,5.6,3.7,0
2017/3/11,7.5,0,2.4,1012.3,1022.6,55,5.6,3.3,12,4.5,5.8,0
2017/3/12,8.4,0,1.2,1012.2,1022.4,50,5.2,6.5,14.5,3,10.2,0
2017/3/13,10.1,0,2.2,1006.5,1016.6,62,7.8,10,13.7,7.5,0.2,0
2017/3/14,9.2,0,3.9,1002,1012.1,53,6.1,7.8,13.6,6.2,3.9,0
2017/3/15,7.3,0,3.5,1004.2,1014.4,62,6.3,7.5,11.3,4.7,6.2,0
2017/3/16,8.2,0,2.5,1009.8,1020,53,5.6,6.3,11.9,5.9,5.3,0
2017/3/17,8.6,0,2,1011.8,1022,50,5.5,2.5,13.8,3.9,9.9,0
2017/3/18,9.3,0,1.4,1013.9,1024.1,50,5.6,5.5,13.9,4,6.2,0
2017/3/19,11,0,1.5,1013.8,1023.9,48,6.2,4,16.6,4.7,10.6,0
2017/3/20,12.8,0,2.1,1011.4,1021.4,46,6.3,8.5,18.4,7.4,8.4,0
2017/3/21,9.5,23,2.7,999.4,1009.4,80,9.5,10,12,7.9,0.4,1
2017/3/22,9.6,0,2.8,1007.8,1017.9,47,5.5,7,14.1,6.3,7.2,0
2017/3/23,10.1,0,1.3,1008.5,1018.6,49,6,10,14.4,6.6,3.9,0
2017/3/24,9,0,3.5,1010.3,1020.4,44,5,9.3,12.8,6.2,8.4,0
2017/3/25,8.8,0,1.8,1009.9,1020.1,45,5,10,12.7,5.3,5.1,0
2017/3/26,9.3,3.5,2.6,1005.4,1015.5,71,8.4,10,14.4,6,3.8,1
2017/3/27,9.9,0,2.8,1004.6,1014.7,55,6.6,6,14.6,7.1,7.9,0
2017/3/28,9.4,1.5,1.9,1011.3,1021.5,60,7.1,1.5,13.7,5.1,9.8,1
2017/3/29,11.3,0,2,1013.4,1023.5,54,7.1,7,15.4,7,8.7,0
2017/3/30,14.2,0,2.2,1009.7,1019.6,58,9.4,6.3,19.5,10,9.7,0
2017/3/31,8.4,16,3.5,1007.1,1017.2,74,8,7.5,12.5,5.8,0,1
2017/4/1,8.5,1,2.5,1003.2,1013.3,66,7.2,7.3,12.9,5.7,2.9,1
2017/4/2,10,0,2.4,1004.2,1014.3,49,5.8,0.3,16.6,5,12.1,0
2017/4/3,11.7,0,2.7,1009.5,1019.6,51,6.9,0,16.6,5.7,11.8,0
2017/4/4,14.5,0,1.7,1015.3,1025.3,41,6.6,1.8,19.8,8.9,11.9,0
2017/4/5,15.4,0,1.7,1015.9,1025.9,53,9.4,9.3,19.7,10,3.3,0
2017/4/6,17.1,1.5,2.2,1010.8,1020.6,62,12,8.5,21.2,11.7,0.9,1
2017/4/7,17.2,11,1.6,1005,1014.8,92,18,10,19.8,15,0,1
2017/4/8,18.1,3,1.6,1001.6,1011.3,95,19.7,10,20,16.7,0,1
2017/4/9,15.5,2.5,3,1001.1,1010.9,75,13.6,10,18.4,10.5,0.4,1
2017/4/10,12.8,0,3.6,1006.1,1016.1,57,8.5,10,17.2,8.2,1.3,0
2017/4/11,12.9,8.5,4.1,992,1001.9,84,12.4,10,14.2,11.1,0,1
2017/4/12,13.1,0,2.8,999.5,1009.4,63,9.6,9.8,16,9,4,0
2017/4/13,13.1,0,2.1,1006.6,1016.6,53,7.7,3.5,18.3,6.6,11.7,0
2017/4/14,16.7,0,2.5,1008.1,1018,46,8.2,0,22.3,9.5,11.6,0
2017/4/15,18.8,0,2.7,1006.6,1016.4,58,12.4,7.5,21.9,15,4.7,0
2017/4/16,19.8,0,2,1006.8,1016.5,67,15.3,5.3,24.8,15,12,0
2017/4/17,18.6,41,1.8,997.7,1007.3,83,17.6,10,22.8,16,0.7,1
2017/4/18,18.6,5.5,3.7,988.5,998.1,64,13.8,7.3,21.6,16.6,7.9,1
2017/4/19,17.2,0.5,3.8,996.2,1005.9,50,9.7,3,21.1,12.9,8.9,1
2017/4/20,15.5,0,1.4,1003.5,1013.4,47,8,8.8,19.2,10.7,4.7,0
2017/4/21,16.5,0,1.9,998.8,1008.6,55,10.5,10,20.8,14.3,1.9,0
2017/4/22,15.3,0,3.8,1000.7,1010.5,48,8.1,6.3,21.1,10.8,10.3,0
2017/4/23,14.6,0,2.4,1007.8,1017.7,48,7.7,0,20.6,8.9,13,0
2017/4/24,17,0,2.6,1013.7,1023.6,52,9.9,2.8,23.9,10.3,12.5,0
2017/4/25,18.3,0,2.4,1013.6,1023.5,58,12.1,7.3,23.4,13.9,7.2,0
2017/4/26,15.8,17.5,1.7,1005.6,1015.4,82,14.6,10,17.6,14.6,0,1
2017/4/27,15.5,2,3.1,998.9,1008.7,51,8.7,10,19.8,12.1,7.5,1
2017/4/28,16.1,0,2.4,999,1008.7,45,7.9,0.3,21,9.8,12.7,0
2017/4/29,17.5,0,2.4,998.1,1007.8,47,9.4,8,23,13,10.7,0
2017/4/30,19.1,0,2.1,1001.7,1011.4,55,11.6,0,25.7,11.9,12.4,0
2017/5/1,19.6,0,2.8,1005.4,1015.1,52,11.8,5.5,25.2,13.6,8.2,0
2017/5/2,17.8,0,2.3,1013,1022.9,47,9,4,24.5,11.4,12.1,0
2017/5/3,19,0,2.1,1015.4,1025.2,56,12,9.8,25.2,14.6,3.7,0
2017/5/4,20,0,3,1010.9,1020.7,59,13.6,5.3,26.1,14.6,8.3,0
2017/5/5,21,0,2.4,1006.5,1016.2,65,15.9,5,26.7,16.7,10.5,0
2017/5/6,19.9,0,1.6,1003.2,1012.8,75,17.4,9.8,24.2,17,0.6,0
2017/5/7,20.6,0,2.7,1002.6,1012.3,48,11,6.8,24.2,16.8,10.5,0
2017/5/8,22.3,0,2.6,1003.4,1013,35,9.1,3.3,26.4,18.4,12.1,0
2017/5/9,19.3,7.5,2.3,1006.1,1015.8,55,12,10,23.3,14.1,0,1
2017/5/10,19,0.5,3.4,1000.8,1010.5,74,16.1,9.5,24.6,14.8,3.7,1
2017/5/11,20.5,0,3,1003.7,1013.4,65,15.4,8.3,24.9,17,9.3,0
2017/5/12,22.7,3.5,1.7,1003.7,1013.3,59,15.9,6,27.4,18.2,6.4,1
2017/5/13,17.8,51,2.4,996.6,1006.3,87,17.7,9.3,20.3,15.3,0,1
2017/5/14,21,0,2.1,999.6,1009.2,71,17,7.8,26.3,16.1,11.2,0
2017/5/15,20.8,0,2.8,1000.5,1010.1,55,13.2,9.5,24.8,17.3,7.8,0
2017/5/16,18.9,0,1.9,1000.8,1010.5,53,11.5,10,22.2,15.6,4,0
2017/5/17,19.1,0,2.6,1000.1,1009.8,48,10.2,8,24.4,14.4,7.4,0
2017/5/18,20.5,0,2.3,1004.9,1014.5,47,10.7,0.3,27,14.4,13.6,0
2017/5/19,21.9,0,2.2,1007,1016.6,43,11,0,28.2,15.6,13.6,0
2017/5/20,23.5,0,1.8,1006.7,1016.3,48,13.4,0.5,29.6,17.6,13.1,0
2017/5/21,23.7,0,2,1006.4,1015.9,52,15,9,28.7,20,11.2,0
2017/5/22,23.8,0,2.4,1005.6,1015.2,53,15.2,3.3,29.4,20,12.9,0
2017/5/23,23.3,0,2.4,1002.5,1012.1,59,16.5,8.3,28.5,19.7,8.2,0
2017/5/24,21.9,3.5,1.4,999.4,1008.9,72,18.7,10,24.4,19,0,1
2017/5/25,21,30,1.6,996.1,1005.7,82,20.1,10,23.9,18.3,0.8,1
2017/5/26,22.3,0,2.9,994.4,1003.9,63,16.6,7.8,27.8,17.7,7.1,0
2017/5/27,19.6,0,2.8,1001.4,1011,51,11.6,3.3,23.8,16,10,0
2017/5/28,21.1,0,2,1004,1013.6,53,13.1,3.3,26.3,16,12.6,0
2017/5/29,23.4,0,2.2,1003.1,1012.7,53,14.8,2.5,29.3,17.7,12.4,0
2017/5/30,25.1,0,2,1001.4,1010.8,59,18.5,6,29.9,20.5,9.5,0
2017/5/31,24,0,2,996.4,1005.8,70,20.8,10,29,21.5,5,0
2017/6/1,23.1,25.5,2.6,990.2,999.7,69,19,8.5,27.5,16.1,8.3,1
2017/6/2,20.5,2,3.5,991.7,1001.2,60,14.1,4.5,25.9,16.9,8.3,1
2017/6/3,19.4,0,2.6,997.2,1006.8,52,11.6,5.5,24.5,15.5,11.5,0
2017/6/4,20.3,0,3,1000.3,1009.9,46,10.6,6.5,26.1,15.7,12.8,0
2017/6/5,20.5,0,3.1,1004.9,1014.6,46,10.9,1.5,27,15.1,11.4,0
2017/6/6,21.4,0,2.2,1008.4,1018,52,13,8,26.4,16.2,8.2,0
2017/6/7,19.2,28,1.5,1004.1,1013.8,86,19.1,10,22.6,17.6,0,1
2017/6/8,21.2,0,2.5,997.8,1007.4,75,18.8,7.5,26.3,17.9,2.6,0
2017/6/9,22.7,0,1.8,998.4,1007.9,60,15.8,5.5,28.2,17.4,11.5,0
2017/6/10,23.7,0,3.1,997.7,1007.2,55,15.8,7.5,29.1,19.3,12,0
2017/6/11,21.1,0,3.3,997.8,1007.3,49,12,7.5,25.7,17.7,3.5,0
2017/6/12,19.9,0,3.3,1003.2,1012.9,53,12.1,9.8,24.3,16.1,7.9,0
2017/6/13,20.1,0,2.4,1003.7,1013.3,55,12.6,6,25.5,15.3,11.7,0
2017/6/14,21.7,0,2.5,1000.4,1010,49,12.2,6.5,26.5,16.6,13.9,0
2017/6/15,23.7,0,2.1,997.9,1007.4,50,14.1,0,28.8,18.2,13.6,0
2017/6/16,23.6,0,3,999.9,1009.4,55,15.8,4.5,28.7,18.3,12,0
2017/6/17,22.7,0,2.6,1001.4,1010.9,56,15.1,5.5,29.3,17.2,11.3,0
2017/6/18,24.3,0,2.2,1000.1,1009.6,58,17.4,8.8,29.1,20.9,4.7,0
2017/6/19,25.6,0,2.3,1000.6,1010.1,56,18.2,2.5,30.7,21.7,13.4,0
2017/6/20,25,0.5,1.9,1000.9,1010.4,60,19,10,30.8,21.5,4.1,1
2017/6/21,21.2,72,3.2,993.7,1003.2,86,21.6,10,24.4,18.7,0.6,1
2017/6/22,23.3,0,1.8,1000.1,1009.6,62,17.6,10,28.1,20,2.5,0
2017/6/23,25.5,0,1.9,997.9,1007.4,61,19.2,8.5,32.3,20.3,11.3,0
2017/6/24,25.1,8,2.1,995.6,1005,68,21.5,10,30.4,21.9,6.1,1
2017/6/25,22.9,21.5,1.6,992,1001.5,89,24.8,10,24.3,21.3,0,1
2017/6/26,24.7,0,2.2,997.8,1007.2,63,19.3,10,28.4,20.9,3.9,0
2017/6/27,24.7,0,2.1,1001.3,1010.8,68,21,10,29.2,21.8,0.8,0
2017/6/28,24.5,6,1.6,1003.5,1013,80,24.3,9.3,29.4,22.2,3.8,1
2017/6/29,25,0,1.6,1004.6,1014.1,76,24.1,10,27.5,22.9,0.6,0
2017/6/30,25.1,4,1.8,1002.6,1012.1,85,27,10,29.3,22.1,3.7,1
2017/7/1,27.5,0,2.7,1000.5,1009.8,76,27.7,9.3,31.6,24.9,9.3,0
2017/7/2,28.7,0,2.3,1002.2,1011.6,70,27.2,10,33.4,24.8,9.3,0
2017/7/3,28.6,0,2.5,1001.1,1010.4,73,28.3,9,32.7,25.5,12.1,0
2017/7/4,27.1,14.5,2.3,997.6,1007,83,29.6,10,30.4,25.3,1,1
2017/7/5,24.6,22,2.3,1000.7,1010.2,86,26.6,10,25.8,23.5,0.3,1
2017/7/6,26.5,0,2,1002.7,1012.1,72,24.3,9.8,31.2,22.8,7.2,0
2017/7/7,27.3,0,2.3,1002.3,1011.7,73,26.2,6.8,30.6,24.7,8.3,0
2017/7/8,28.7,0,2,1001.6,1011,70,27.2,9,33.7,25.5,7.4,0
2017/7/9,26.5,4.5,1.6,1000.8,1010.3,83,28.6,10,30.4,23.7,0,1
2017/7/10,27.6,0.5,1.9,1000.8,1010.2,79,28.7,9.8,32,23.7,6.1,1
2017/7/11,29.3,0,2.5,1002,1011.3,73,29.3,6.8,34,26.1,11.2,0
2017/7/12,29.2,0,2.2,1001.1,1010.4,74,29.9,9.3,33.2,26.9,3.3,0
2017/7/13,29.8,0,2,999.8,1009.1,68,27.8,7.3,34.3,26.3,9.1,0
2017/7/14,29.2,0,2.1,1001.5,1010.9,71,28.6,9.5,33.5,26.7,7.5,0
2017/7/15,29.6,0,2.3,1003.7,1013,65,26.5,6.8,34.1,26.1,11,0
2017/7/16,29.6,0,2.5,1003.5,1012.8,67,27.6,9.5,34,26.8,9.7,0
2017/7/17,29.5,0,2.9,1002.1,1011.4,68,27.9,9.3,31.6,27.6,3.2,0
2017/7/18,28.1,0,2.7,999.9,1009.3,73,27.6,9.3,31.1,25.7,5.4,0
2017/7/19,29.5,0,2.2,998.3,1007.6,67,27.3,8.3,35.5,26.3,9.4,0
2017/7/20,30.3,0,2.4,1000.2,1009.5,62,26.2,4.3,36.4,25.6,10.5,0
2017/7/21,30.1,0,2.1,1001.6,1010.9,66,27.8,7.3,35.1,27,2.8,0
2017/7/22,30,0,2.4,1001.8,1011.1,65,27.2,10,35.7,26.8,9.8,0
2017/7/23,29.1,0,2.4,998.1,1007.4,70,28.2,8.5,32.3,27.5,1,0
